bioguide_id,crp_id,cand_name,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt
L000580,N00029400,"Grisham, Michelle Lujan",2014,NM,D,H,2012,2014,1683360.03,1478600.3,183452.74,0
R000584,N00029441,"Risch, James E",2014,ID,R,S,2008,2014,2902855,1761223,1138257,0
J000291,N00029444,"Johanns, Mike",2014,NE,R,S,2008,2014,716208,584243,0,0
C001072,N00029513,"Carson, Andre",2014,IN,D,H,2008,2014,1155654.89,782921.25,685209.7,4293.11
L000570,N00029562,"Lujan, Ben R",2014,NM,D,H,2008,2014,1267973.38,1045767.5,536686.15,0
H001049,N00029617,"Hagan, Kay R",2014,NC,D,S,2008,2014,24849812,24851013,23012,0
H001045,N00029632,"Harper, Gregg",2014,MS,R,H,2008,2014,1279952.66,770335.65,813182.89,0
S001175,N00029649,"Speier, Jackie",2014,CA,D,H,2008,2014,1075200.59,841038.54,1277243.56,3159.66
P000599,N00029662,"Posey, Bill",2014,FL,R,H,2008,2014,1131537.55,1042652.48,342230.68,0
G000558,N00029675,"Guthrie, Brett",2014,KY,R,H,2008,2014,1834726.89,1292842.9,1367518.36,0
F000456,N00029679,"Fleming, John",2014,LA,R,H,2008,2014,1512622.19,803077.86,1090755.76,148735.08
L000571,N00029788,"Lummis, Cynthia Marie",2014,WY,R,H,2008,2014,432665.64,300949.02,255358.84,0
H001046,N00029835,"Heinrich, Martin",2014,NM,D,S,2012,2018,7311486.62,6955258.34,410701,0
C001078,N00029891,"Connolly, Gerry",2014,VA,D,H,2008,2014,1996341.69,1455122.86,1409164.71,0
B001265,N00029901,"Begich, Mark",2014,AK,D,S,2008,2014,10977987,11082246,19416,13500
G000573,N00029908,"Garcia, Joe",2014,FL,D,H,2012,2014,3765189.51,3787929.88,23473.84,0
L000569,N00030026,"Luetkemeyer, Blaine",2014,MO,R,H,2008,2014,1299136.57,800888.11,965976.43,1050000
R000588,N00030184,"Richmond, Cedric",2014,LA,D,H,2010,2014,1300571.7,1133989.32,131994.13,8000
H001051,N00030197,"Hanna, Richard",2014,NY,R,H,2010,2014,1031286.8,877661.05,90651.05,194000
C001075,N00030245,"Cassidy, Bill",2014,LA,R,H,2008,2014,15548343,14655887,892455,0
F000455,N00030490,"Fudge, Marcia L",2014,OH,D,H,2008,2014,965127.6,497385.29,667845.18,0
Q000023,N00030581,"Quigley, Mike",2014,IL,D,H,2009,2014,914483.79,779868.08,508460.43,0
C001080,N00030600,"Chu, Judy",2014,CA,D,H,2009,2014,1168164.17,737543.01,1687908.99,1480.78
B001267,N00030608,"Bennet, Michael F",2014,CO,D,S,2009,2016,15760874,14401316,1234402,374819
R000595,N00030612,"Rubio, Marco",2014,FL,R,S,2010,2016,30554421,27215966,3338454,0
L000586,N00030642,"Lawson, Alfred Jr",2014,,D, ,,2014,30,4334.35,-18680.78,25458.34
R000593,N00030645,"Ross, Dennis",2014,FL,R,H,2010,2014,1298550.35,1436048.49,114035.96,0
K000378,N00030667,"Kinzinger, Adam",2014,IL,R,H,2010,2014,1944119.16,1377467.14,666639.6,0
H001058,N00030673,"Huizenga, Bill",2014,MI,R,H,2010,2014,1277352.51,1105248.33,315610.74,0
L000576,N00030676,"Long, Billy",2014,MO,R,H,2010,2014,1199797.11,952826.74,563064.56,0
D000617,N00030693,"DelBene, Suzan",2014,WA,D,H,2012,2014,2382341.58,2289912.54,98648.05,495000
D000623,N00030709,"Desaulnier, Mark",2014,,D, ,,2014,561969.88,541227.55,20829.27,147624.07
B001287,N00030717,"Bera, Ami",2014,CA,D,H,2012,2014,4395223.5,4317863.29,152506.32,324800
C001083,N00030736,"Carney, John",2014,DE,D,H,2010,2014,1165083.62,1146816.96,539623.78,0
P000602,N00030744,"Pompeo, Mike",2014,KS,R,H,2010,2014,2518799.29,2673678.29,1100497.64,0
D000615,N00030752,"Duncan, Jeff",2014,SC,R,H,2010,2014,612928.1,582705.41,162264.25,0
R000591,N00030768,"Roby, Martha",2014,AL,R,H,2010,2014,1098795.1,793565.21,491726.24,0
C001087,N00030770,"Crawford, Rick",2014,AR,R,H,2010,2014,907123.79,665075.08,398030.53,0
G000565,N00030771,"Gosar, Paul",2014,AZ,R,H,2010,2014,489817.48,401796.79,112812.09,0
G000562,N00030780,"Gardner, Cory",2014,CO,R,H,2010,2014,12302236.3,12490384.37,277053,270693
G000560,N00030788,"Graves, Tom",2014,GA,R,H,2010,2014,969539.27,736722.39,288763.68,0
G000570,N00030801,"Guinta, Frank",2014,,R, ,,2014,1245868.72,1221539.04,18774.31,188500
F000459,N00030815,"Fleischmann, Chuck",2014,TN,R,H,2010,2014,1591286,1544337.98,52563.13,278486.66
B001297,N00030829,"Buck, Kenneth R",2014,,R, ,,2014,1316178.64,1248048.88,140466.09,0
P000603,N00030836,"Paul, Rand",2014,KY,R,S,2010,2016,14009888,11111544,2900940,0
G000559,N00030856,"Garamendi, John",2014,CA,D,H,2009,2014,1457786.33,1290607.27,177459.14,937.6
K000382,N00030875,"Kuster, Ann Mclane",2014,NH,D,H,2012,2014,3665168.06,3641777.18,30194.38,0
G000566,N00030880,"Gowdy, Trey",2014,SC,R,H,2010,2014,670748.36,588778.48,352926.56,0
B001274,N00030910,"Brooks, Mo",2014,AL,R,H,2010,2014,614615.19,299837.5,814436.28,0
R000585,N00030949,"Reed, Tom",2014,NY,R,H,2010,2014,3441589.97,3471223.9,85884.04,0
D000616,N00030957,"Desjarlais, Scott",2014,TN,R,H,2010,2014,658971.03,643369.09,24938.67,0
R000589,N00030962,"Rigell, Scott",2014,VA,R,H,2010,2014,1564606.05,1405821.48,162976.77,549500
D000614,N00030967,"Duffy, Sean P",2014,WI,R,H,2010,2014,2539782.95,1970452.97,674413.06,0
R000587,N00030968,"Ribble, Reid",2014,WI,R,H,2010,2014,1703029.49,1066298,803485.85,0
A000368,N00030980,"Ayotte, Kelly",2014,NH,R,S,2010,2016,8656729,6617557,2039165,12640
H001053,N00031005,"Hartzler, Vicky",2014,MO,R,H,2010,2014,932704.98,707937.36,352837,0
N000186,N00031006,"Nunnelee, Alan",2014,MS,R,H,2010,2014,952823.01,698833.12,411081.23,0
O000169,N00031011,"Owens, Bill",2014,NY,D,H,2009,2014,609239.34,176755.59,447930.86,1500
C001106,N00031064,"Costello, Ryan",2014,,R, ,,2014,1796442.62,1674282.63,122159.99,0
D000613,N00031103,"Dold, Bob",2014,,R, ,,2014,3732448.13,3648085.17,191656.25,144228.14
H001059,N00031104,"Hultgren, Randy",2014,IL,R,H,2010,2014,1182737.75,957244.67,280861.67,0
R000586,N00031127,"Renacci, Jim",2014,OH,R,H,2010,2014,2060080.85,1444488.14,285410.26,14790.81
G000563,N00031128,"Gibbs, Bob",2014,OH,R,H,2010,2014,1131855.39,499404.63,867101.92,10000
L000575,N00031129,"Lankford, James",2014,OK,R,H,2010,2014,4277787,4384320.44,323294,0
M001181,N00031134,"Meehan, Patrick",2014,PA,R,H,2010,2014,1995783.36,1332058.32,1671202.37,0
F000458,N00031141,"Fincher, Steve",2014,TN,R,H,2010,2014,1723988.37,629223.24,2544329.4,0
A000369,N00031177,"Amodei, Mark",2014,NV,R,H,2011,2014,705027.96,698200.81,195378.4,9000
B001275,N00031227,"Bucshon, Larry",2014,IN,R,H,2010,2014,1125592.56,820412.55,305268.86,3105.9
B001282,N00031233,"Barr, Andy",2014,KY,R,H,2012,2014,2748741.62,2295731.11,488765.33,0
H001055,N00031244,"Heck, Joe",2014,NV,R,H,2010,2014,2484963.91,1979831.52,736368.71,0
R000598,N00031253,"Rothfus, Keith J",2014,PA,R,H,2012,2014,2322565.81,1807453.8,531139.87,197493.64
H001060,N00031265,"Hurt, Robert",2014,VA,R,H,2010,2014,1307800.43,1227680.93,209015.53,0
G000567,N00031297,"Griffin, Tim",2014,AR,R,H,2010,2014,744647.4,245842.48,540176.38,0
D000610,N00031317,"Deutch, Ted",2014,FL,D,H,2010,2014,1065501,1006801.03,529966.35,0
L000573,N00031377,"Labrador, Raul",2014,ID,R,H,2010,2014,544737.29,425010.5,370198.86,0
G000569,N00031401,"Grimm, Michael",2014,NY,R,H,2010,2014,2000574.11,2034806.78,54355.71,421788.41
M001182,N00031412,"Mulvaney, Mick",2014,SC,R,H,2010,2014,1167623.01,1136134.23,203170.83,138600
H001073,N00031417,"Hurd, Will",2014,,R, ,,2014,1515959.08,1437693.88,78265.2,70000
E000291,N00031513,"Ellmers, Renee",2014,NC,R,H,2010,2014,1844808.72,1820393.6,152145.65,0
B001273,N00031539,"Black, Diane",2014,TN,R,H,2010,2014,1334513.11,587242.87,1066815.57,0
F000461,N00031545,"Flores, Bill",2014,TX,R,H,2010,2014,1241673.46,809522.76,260249.62,199182.7
H001064,N00031557,"Heck, Dennis",2014,WA,D,H,2012,2014,1884167.81,1705017.95,212560.44,325000
H001056,N00031559,"Herrera Beutler, Jaime",2014,WA,R,H,2010,2014,1744491.35,944900.63,855171.89,0
D000612,N00031593,"Denham, Jeff",2014,CA,R,H,2010,2014,2762283.99,1753320.93,1164430.33,3057.85
K000376,N00031647,"Kelly, Mike",2014,PA,R,H,2010,2014,1623101.74,1468974.82,138390.87,277995
F000460,N00031672,"Farenthold, Blake",2014,TX,R,H,2010,2014,1124960.21,962433.86,47001.17,0
M001180,N00031681,"McKinley, David",2014,WV,R,H,2010,2014,1566913.73,2021173.96,422412.64,415000
B001277,N00031685,"Blumenthal, Richard",2014,CT,D,S,2010,2016,10173295,9512179,661111,250000
H001061,N00031688,"Hoeven, John",2014,ND,R,S,2010,2016,4696671,3672972,1023694,100000
L000577,N00031696,"Lee, Mike",2014,UT,R,S,2010,2016,3860376,3490769,367264,8640
R000592,N00031741,"Rokita, Todd",2014,IN,R,H,2010,2014,1537040.32,1157768.84,1053021.35,0
M001179,N00031777,"Marino, Tom",2014,PA,R,H,2010,2014,1019619.76,952467.64,83607.49,0
C001088,N00031820,"Coons, Chris",2014,DE,D,S,2010,2014,9676246,8958014,718234,0
B001270,N00031877,"Bass, Karen",2014,CA,D,H,2010,2014,1045813.42,822020.87,276177.47,0
K000375,N00031933,"Keating, Bill",2014,MA,D,H,2010,2014,1185655.89,1387397.22,46536.77,0
B001271,N00031934,"Benishek, Dan",2014,MI,R,H,2010,2014,2114648.35,2158321.68,26478.43,109500
A000367,N00031938,"Amash, Justin",2014,MI,R,H,2010,2014,1800540.51,1454133.68,328827.01,0
P000601,N00031958,"Palazzo, Steven",2014,MS,R,H,2010,2014,967254.4,1178696.21,58354.36,2500
R000594,N00031988,"Runyan, Jon",2014,NJ,R,H,2010,2014,396888.72,186619.95,295784.13,250000
G000564,N00031998,"Gibson, Chris",2014,NY,R,H,2010,2014,3173356.95,2981040.86,207332.01,0
C001084,N00032019,"Cicilline, David",2014,RI,D,H,2010,2014,1388448.19,1212281.36,122887.75,0
N000184,N00032022,"Noem, Kristi",2014,SD,R,H,2010,2014,2352657.33,1684068.7,802383.57,0
G000568,N00032029,"Griffith, Morgan",2014,VA,R,H,2010,2014,921871.49,889987.39,156691.91,0
J000292,N00032088,"Johnson, Bill",2014,OH,R,H,2010,2014,2233991.61,1920522.32,335963.32,0
H001071,N00032243,"Hice, Jody B",2014,,R, ,,2014,952162.29,949719.72,2442.57,35951.11
N000185,N00032441,"Nugent, Richard",2014,FL,R,H,2010,2014,330970.5,317246.38,65036.29,0
J000293,N00032546,"Johnson, Ron",2014,WI,R,S,2010,2016,18631193,18026323,605977,600000
M001183,N00032838,"Manchin, Joe",2014,WV,D,S,2010,2018,9949737,8515994,1433745,0
H001068,N00033030,"Huffman, Jared",2014,CA,D,H,2012,2014,908930.12,712985.22,385678.71,1073.86
D000618,N00033054,"Daines, Steven",2014,MT,R,H,2012,2014,7512469.91,6668759,859118,0
C001098,N00033085,"Cruz, Ted",2014,TX,R,S,2012,2018,18383145,16771915,1313228,545000
M001191,N00033091,"Murphy, Patrick E",2014,FL,D,H,2012,2014,5189700.95,4924667.66,536659.04,0
K000384,N00033177,"Kaine, Tim",2014,VA,D,S,2012,2018,19044379,18463302,581075,0
E000293,N00033217,"Esty, Elizabeth",2014,CT,D,H,2012,2014,2952364.85,2807776.22,47328.58,149250
L000579,N00033274,"Lowenthal, Alan",2014,CA,D,H,2012,2014,823270.27,506596.9,353884.08,1271.36
G000571,N00033281,"Gabbard, Tulsi",2014,HI,D,H,2012,2014,1670401.78,857985.06,1080800.02,0
C001091,N00033316,"Castro, Joaquin",2014,TX,D,H,2012,2014,1296471.62,1147967,260558.85,0
C001095,N00033363,"Cotton, Tom",2014,AR,R,H,2012,2014,13904492.06,13948937.59,73906,541854
C001097,N00033373,"Cardenas, Tony",2014,CA,D,H,2012,2014,1013135.91,953305.27,194117.71,6000
B001286,N00033390,"Bustos, Cheri",2014,IL,D,H,2012,2014,3199627.94,3089767.62,135107.63,20000
K000380,N00033395,"Kildee, Dan",2014,MI,D,H,2012,2014,913951.39,938757.28,117453.12,0
H001065,N00033399,"Holding, George",2014,NC,R,H,2012,2014,1461660.04,1415886.85,26982.02,284500
M001190,N00033410,"Mullin, Markwayne",2014,OK,R,H,2012,2014,1271635.79,955584.3,184153.98,73000
F000463,N00033443,"Fischer, Deb",2014,NE,R,S,2012,2018,5831027,5729658,104468,0
D000627,N00033449,"Demings, Val",2014,,D, ,,2014,687.65,6980.98,0,0
B001278,N00033474,"Bonamici, Suzanne",2014,OR,D,H,2012,2014,971857.25,897512.81,232372.78,150000
B001284,N00033495,"Brooks, Susan",2014,IN,R,H,2012,2014,1689676.81,1018137.3,846661.03,0
N000187,N00033509,"McLeod, Gloria",2014,CA,D,H,2012,2014,140632.02,46545.5,102205.17,6000
R000599,N00033510,"Ruiz, Raul",2014,CA,D,H,2012,2014,3409976.53,3087543.45,373726.82,0
C001093,N00033518,"Collins, Doug",2014,GA,R,H,2012,2014,848530.66,664454.62,290624.47,0
R000603,N00033527,"Rouzer, David",2014,,R, ,,2014,1504845.54,1452826.12,64728.33,0
K000390,N00033530,"Kihuen, Ruben",2014,,D, ,,2014,0,89.55,6654.37,0
B001283,N00033532,"Bridenstine, James",2014,OK,R,H,2012,2014,721036.12,365520.33,346416.6,0
O000170,N00033540,"O'Rourke, Beto",2014,TX,D,H,2012,2014,504421.52,409513.03,161828.61,0
G000572,N00033541,"Gallego, Pete",2014,TX,D,H,2012,2014,2671626.21,2677652.94,28865.07,0
P000607,N00033549,"Pocan, Mark",2014,WI,D,H,2012,2014,1031013.51,896399.74,187549.87,0
P000608,N00033591,"Peters, Scott",2014,CA,D,H,2012,2014,4544000.52,4504002.79,68698.73,250000
B001280,N00033625,"Bentivolio, Kerry",2014,MI,R,H,2012,2014,643851.39,603308.77,3052.51,129575.94
H001067,N00033630,"Hudson, Richard",2014,NC,R,H,2012,2014,1507108.76,1143349.16,439045.7,5000
M001187,N00033631,"Meadows, Mark R",2014,NC,R,H,2012,2014,533258.25,332785.52,174406.45,208500
H001066,N00033638,"Horsford, Steven",2014,NV,D,H,2012,2014,1935567.76,1934821.85,14527.22,48500
J000294,N00033640,"Jeffries, Hakeem",2014,NY,D,H,2012,2014,1113687.42,650169.35,508168.13,0
A000372,N00033720,"Allen, Richard W",2014,,R, ,,2014,2538471.31,2488059.59,60109.57,1208746.16
B001294,N00033744,"Blum, Rod",2014,,R, ,,2014,1076027.69,1031469.59,44558.1,110000
H001069,N00033782,"Heitkamp, Heidi",2014,ND,D,S,2012,2018,6530709,6405076,125632,0
M001195,N00033814,"Mooney, Alex",2014,,R, ,,2014,1974827.05,2008180.72,3886.15,39307.1
R000597,N00033832,"Rice, Tom",2014,SC,R,H,2012,2014,1147855.77,830873.93,378235.92,24000
L000584,N00033842,"Love, Mia",2014,,R, ,,2014,5315812.23,5159839.83,290812.94,0
D000620,N00033897,"Delaney, John K",2014,MD,D,H,2012,2014,2607470.56,2586096.73,24504.22,926646.47
B001281,N00033904,"Beatty, Joyce",2014,OH,D,H,2012,2014,888412.26,612031.14,358727.46,27500
B001279,N00033981,"Barber, Ron",2014,AZ,D,H,2012,2014,4029500.96,3610617.45,504952.17,121602.8
M001197,N00033982,"McSally, Martha",2014,,R, ,,2014,4808013.56,4466677.51,364036.32,98500
L000578,N00033987,"LaMalfa, Doug",2014,CA,R,H,2012,2014,732867.64,730253.27,98168.1,14422.21
A000371,N00033997,"Aguilar, Pete",2014,,D, ,,2014,2234755.55,2246264.88,8139.12,28105.45
R000596,N00034017,"Radel, Trey",2014,FL,R, ,2012,2014,298100.65,164122.2,255730.44,219549.24
M001184,N00034041,"Massie, Thomas",2014,KY,R,H,2012,2014,638081.38,478876.23,202274.26,0
K000379,N00034044,"Kennedy, Joe III",2014,MA,D,H,2012,2014,2694291.45,1629037.24,1400008.58,0
L000581,N00034068,"Lawrence, Brenda",2014,,D, ,,2014,776975.86,660742.9,116232.96,0
P000605,N00034120,"Perry, Scott",2014,PA,R,H,2012,2014,624763.05,460839.64,150671.25,0
C001090,N00034128,"Cartwright, Matt",2014,PA,D,H,2012,2014,1285726.94,878615.85,453073.8,390000
C001094,N00034224,"Cook, Paul",2014,CA,R,H,2012,2014,813372.96,297683.16,536222.64,0
B001285,N00034254,"Brownley, Julia",2014,CA,D,H,2012,2014,3590149.32,3364754.34,275379.83,0
M001185,N00034277,"Maloney, Sean Patrick",2014,NY,D,H,2012,2014,4256016.85,4161436.91,105742.61,1255.06
P000606,N00034416,"Pittenger, Robert",2014,NC,R,H,2012,2014,1023930.87,952894.73,74194.55,663000
K000381,N00034453,"Kilmer, Derek",2014,WA,D,H,2012,2014,2012793.65,1239105.78,940622.02,0
M001188,N00034547,"Meng, Grace",2014,NY,D,H,2012,2014,1188851.18,518819.75,639755.72,0
E000297,N00034549,"Espaillat, Adriano",2014,,D, ,,2014,698191.93,716274.57,6871.21,76904.02
K000383,N00034580,"King, Angus",2014,ME,I,S,2012,2018,3098168,3040039,58131,60000
P000611,N00034584,"Poliquin, Bruce",2014,,R, ,,2014,1719094.18,1710616.21,8673.97,274000
P000604,N00034639,"Payne, Donald M Jr",2014,NJ,D,H,2012,2014,554692.18,552332.25,30620.59,0
D000621,N00034746,"DeSantis, Ron",2014,FL,R,H,2012,2014,1110622.11,429687.94,709750.87,0
D000619,N00034784,"Davis, Rodney",2014,IL,R,H,2012,2014,3491351.2,3382440.78,126337.4,0
E000292,N00034884,"Enyart, William",2014,IL,D,H,2012,2014,1993036.18,1968427.18,12385.84,45600
P000610,N00035000,"Plaskett, Stacey",2014,,D, ,,2014,286219.6,305619.71,-19514.61,0
J000295,N00035007,"Joyce, David P",2014,OH,R,H,2012,2014,2619497.13,2623918.15,275030.01,25000
R000605,N00035187,"Rounds, Mike",2014,,R, ,,2014,5256218,5176534,79682,136276
K000385,N00035215,"Kelly, Robin",2014,IL,D,H,2013,2014,1345389.51,1414097.35,122066.79,5000
B001288,N00035267,"Booker, Cory",2014,NJ,D,S,2013,2014,17718139,16871163,846977,5266
C001101,N00035278,"Clark, Katherine",2014,MA,D,H,2013,2014,2246750,1943088.62,303661.38,250000
B001296,N00035307,"Boyle, Brendan",2014,,D, ,,2014,1341504.12,926281.24,415222.88,40000
C001103,N00035346,"Carter, Buddy",2014,,R, ,,2014,1825004.42,1606049.09,218955.33,500000
L000583,N00035347,"Loudermilk, Barry",2014,,R, ,,2014,1127064.24,1034391.57,92672.67,67000
B001289,N00035380,"Byrne, Bradley",2014,AL,R,H,2013,2014,1907597.44,1655998.6,251598.84,0
C001107,N00035403,"Curbelo, Carlos",2014,,R, ,,2014,2357913.67,2347633.17,10280.5,43485
B001295,N00035420,"Bost, Mike",2014,,R, ,,2014,1319176.85,1291882.8,27294.05,56964.15
M001196,N00035431,"Moulton, Seth",2014,,D, ,,2014,3363693.19,3326394.26,37298.93,0
E000294,N00035440,"Emmer, Tom",2014,,R, ,,2014,2049149.96,2030950.22,18199.74,202614.14
A000370,N00035451,"Adams, Alma",2014,NC,D,H,2014,2014,766898.47,743807.02,23091.45,0
H001078,N00035477,"Handel, Karen",2014,,R, ,,2014,1172755,1172755,0,0
E000295,N00035483,"Ernst, Joni",2014,,R, ,,2014,12011101,11913212,97888,265000
C001109,N00035504,"Cheney, Liz",2014,,R, ,,2014,1811474,1811475,0,0
P000612,N00035516,"Perdue, David",2014,,R, ,,2014,13842966,13796681,27757,400000
J000297,N00035531,"Jenkins, Evan",2014,,R, ,,2014,1652134.02,1645575.47,6558.55,61852.48
M001192,N00035593,"McAllister, Vance",2014,LA,R,H,2013,2014,1490145.86,1484894.17,5251.69,969298.26
H001070,N00035628,"Hardy, Cresent",2014,,R, ,,2014,444951.92,382087.9,62864.02,103536.86
G000575,N00035688,"Graham, Gwen",2014,,D, ,,2014,3695748.95,3663382.5,32366.45,0
P000609,N00035691,"Palmer, Gary",2014,,R, ,,2014,1880021.71,1690309.21,189712.5,0
J000296,N00035717,"Jolly, David",2014,FL,R,H,2014,2014,2057213.35,1810874.26,246339.09,79578.02
H001072,N00035792,"Hill, French",2014,,R, ,,2014,2198995.68,2149743.85,49251.83,0
K000387,N00035820,"Knight, Steve",2014,,R, ,,2014,415460.24,410834.53,4625.71,50691.96
L000582,N00035825,"Lieu, Ted",2014,,D, ,,2014,2293035.5,2173521.4,121864.1,50979.08
C001102,N00035854,"Clawson, Curt",2014,FL,R,H,2014,2014,4782657.01,4824230,36616.55,3825000
R000602,N00035927,"Rice, Kathleen",2014,,D, ,,2014,3507500.29,3470327.85,37172.44,86998.35
K000386,N00035934,"Katko, John",2014,,R, ,,2014,1004766.17,992697.79,13018.38,26612.15
R000601,N00035972,"Ratcliffe, John Lee",2014,,R, ,,2014,1429855.51,1340130.97,89724.54,636950
B001290,N00036013,"Brat, Dave",2014,VA,R,H,2014,2014,1469112.68,1408692.93,60419.75,0
B001292,N00036018,"Beyer, Don",2014,,D, ,,2014,2774273.31,2688019.7,86253.61,191300
C001105,N00036023,"Comstock, Barbara",2014,,R, ,,2014,3464538.28,3403549.82,60988.46,67647
G000574,N00036097,"Gallego, Ruben",2014,,D, ,,2014,936188.95,911026.32,24162.63,16500
G000577,N00036135,"Graves, Garret",2014,,R, ,,2014,2022332.1,1527594.63,494737.47,0
D000624,N00036149,"Dingell, Debbie",2014,,D, ,,2014,1600331.23,1272507.7,327970.56,0
N000188,N00036154,"Norcross, Don",2014,NJ,D,H,2014,2014,2101757.58,2075837.54,25920.04,252016.52
M001193,N00036155,"MacArthur, Thomas",2014,,R, ,,2014,5653128.44,5648742.47,4385.97,513708.71
R000604,N00036175,"Russell, Steven",2014,,R, ,,2014,847747.56,845411.35,2336.21,179847
M001201,N00036274,"Mitchell, Paul",2014,,R, ,,2014,3575867.16,3575867.16,0,3576713.05
M001194,N00036275,"Moolenaar, John",2014,,R, ,,2014,1156712.66,1128662.1,28050.56,260927.47
N000189,N00036403,"Newhouse, Dan",2014,,R, ,,2014,1006263.98,981594.96,24669.02,71856.15
G000576,N00036409,"Grothman, Glenn S",2014,,R, ,,2014,1165615.46,1162106.34,3509.12,177054.6
B001293,N00036449,"Bishop, Mike",2014,,R, ,,2014,1059488.15,1015364.64,44362.88,73853.01
A000374,N00036633,"Abraham, Ralph",2014,,R, ,,2014,824819.26,784868.13,39951.13,100000
M000087,N00000078,"Maloney, Carolyn B",2016,NY,D,H,1992,2016,1689237.16,1708670.16,457518.06,0
C000380,N00000133,"Christian-Christensen, Donna",2016,,D, ,,2016,0,3617.31,0,0
N000015,N00000153,"Neal, Richard E",2016,MA,D,H,1988,2016,1791836.11,1408620.55,3017823.04,0
M000312,N00000179,"McGovern, James P",2016,MA,D,H,1996,2016,928774.91,874120.92,428301.35,0
K000148,N00000245,"Kerry, John",2016,,D, ,,2020,566436,2763048,146245,0
C001037,N00000267,"Capuano, Michael E",2016,MA,D,H,1998,2016,753709.01,689637.09,763962.34,0
M000133,N00000270,"Markey, Ed",2016,MA,D,S,2013,2020,19068228,18504148,2025092,0
R000122,N00000362,"Reed, Jack",2016,RI,D,S,1996,2020,4057688.97,4818511.74,1535367,0
C001035,N00000491,"Collins, Susan M",2016,ME,R,S,1996,2020,6186833,5713739,936454,0
S000033,N00000528,"Sanders, Bernie",2016,VT,D,Pres,2006,2016,228164501,222709340,5473008,449409
L000557,N00000575,"Larson, John B",2016,CT,D,H,1998,2016,1613788.82,1596988.84,440871.71,11992.27
D000216,N00000615,"DeLauro, Rosa L",2016,CT,D,H,1990,2016,1141323.35,1145472.48,15216.06,0
L000123,N00000659,"Lautenberg, Frank",2016,,D, ,,2020,241228,285922,89803,1090000
F000372,N00000684,"Frelinghuysen, Rodney",2016,NJ,R,H,1994,2016,1991919.98,1669365.6,470315.96,441079
M000639,N00000699,"Menendez, Robert",2016,NJ,D,S,2006,2018,14958912.05,15741465.05,1644124,0
G000548,N00000743,"Garrett, Scott",2016,NJ,R,H,2002,2016,2411570.11,4303125.26,89866.75,0
P000096,N00000751,"Pascrell, Bill Jr",2016,NJ,D,H,1996,2016,1674632.74,1301340.53,1335035.09,20000
P000034,N00000781,"Pallone, Frank Jr",2016,NJ,D,H,1988,2016,2409149.16,1873787.92,1039220.84,0
A000210,N00000826,"Andrews, Robert E",2016,,D, ,,2016,1336.59,42041.88,262976.46,0
L000554,N00000851,"LoBiondo, Frank A",2016,NJ,R,H,1994,2016,1584413.42,1627038.45,350535.19,0
H001032,N00000860,"Holt, Rush",2016,,D, ,,2016,0.010000000000218,82454.77,151.17,0
L000567,N00000898,"Lance, Leonard",2016,NJ,R,H,2008,2016,1118097.4,1276330.07,160241.98,118088.06
N000002,N00000939,"Nadler, Jerrold",2016,NY,D,H,1992,2016,1605566.8,1243307.99,683761.38,0
R000053,N00000964,"Rangel, Charles B",2016,NY,D,H,1970,2016,221749.56,168175.66,57400.9,110833.9
E000179,N00001003,"Engel, Eliot L",2016,NY,D,H,1988,2016,1649419.82,1221951.42,701455,0
L000480,N00001024,"Lowey, Nita M",2016,NY,D,H,1988,2016,1705900.22,1255554.73,669717.71,0
S000148,N00001093,"Schumer, Charles E",2016,NY,D,S,1998,2016,24865827,24381064,10676815,0
C001038,N00001127,"Crowley, Joseph",2016,NY,D,H,1998,2016,2995003.62,3107073.17,1121355.9,0
M000309,N00001148,"McCarthy, Carolyn",2016,,D, ,,2016,975.87,138073.81,0,0
M001137,N00001171,"Meeks, Gregory W",2016,NY,D,H,1998,2016,987167.5,1028993.97,123600.79,0
K000210,N00001193,"King, Pete",2016,NY,R,H,1992,2016,1063927.54,1307660.08,2668111.58,0
C001092,N00001285,"Collins, Chris",2016,NY,R,H,2012,2016,670842.34,582459.37,699176.77,0
S000480,N00001311,"Slaughter, Louise M",2016,NY,D,H,1986,2016,1409332.59,1602216.21,147459.85,0
D000482,N00001373,"Doyle, Mike",2016,PA,D,H,1994,2016,814619.45,808623.35,216527.68,0
S001162,N00001579,"Schwartz, Allyson",2016,,D, ,,2016,0,3099.61,0,0
B001227,N00001619,"Brady, Robert A",2016,PA,D,H,1998,2016,755407.09,722505.14,582375.12,0
P000373,N00001633,"Pitts, Joe",2016,PA,R,H,1996,2016,406423.48,483498.42,52962.81,0
R000361,N00001685,"Rockefeller, Jay",2016,,D, ,,2020,571541,754483,0,0
L000261,N00001691,"Levin, Carl",2016,,D, ,,2020,29649,738109,10722,0
N000147,N00001692,"Norton, Eleanor Holmes",2016,DC,D,D,1990,2016,384880,466243.21,139312.92,0
F000043,N00001746,"Fattah, Chaka",2016,PA,D,H,1994,2016,220214.42,216607.99,7536.91,-1785.5
G000386,N00001758,"Grassley, Chuck",2016,IA,R,S,1980,2016,9828566,10688656,1006156,0
D000355,N00001783,"Dingell, John D",2016,,D, ,,2016,1.6599999999999,32554.83,0,0
S000583,N00001811,"Smith, Lamar",2016,TX,R,H,1986,2016,1536636.31,1718932.71,582456.65,0
