bioguide_id,crp_id,cand_name,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt
L000580,N00029400,"Grisham, Michelle Lujan",2016,NM,D,H,2012,2016,1776950.72,1929898.27,30505.19,0
R000584,N00029441,"Risch, James E",2016,ID,R,S,2008,2020,2568733,1521529,1079162,0
J000291,N00029444,"Johanns, Mike",2016,,R, ,,2020,345852,295737,5404,0
C001072,N00029513,"Carson, Andre",2016,IN,D,H,2008,2016,1116363.55,978225.85,823347.4,0
L000570,N00029562,"Lujan, Ben R",2016,NM,D,H,2008,2016,2107713.05,1874691.43,803410.86,0
H001049,N00029617,"Hagan, Kay R",2016,,D, ,,2020,23813755,24095812,0,0
H001045,N00029632,"Harper, Gregg",2016,MS,R,H,2008,2016,1007225,1151288.68,669119.21,0
S001175,N00029649,"Speier, Jackie",2016,CA,D,H,2008,2016,874153.58,608503.47,1542893.67,9800.31
P000599,N00029662,"Posey, Bill",2016,FL,R,H,2008,2016,888493.77,764933.22,465791.23,0
G000558,N00029675,"Guthrie, Brett",2016,KY,R,H,2008,2016,1719574.01,1308027.65,1779094.57,0
F000456,N00029679,"Fleming, John",2016,LA,R,H,2008,2016,4516668,4512533,4135,500000
L000571,N00029788,"Lummis, Cynthia",2016,WY,R,H,2008,2016,94699.9,92704.34,257354.4,0
H001046,N00029835,"Heinrich, Martin",2016,NM,D,S,2012,2018,8896778.2,7409788.92,1541461,0
C001078,N00029891,"Connolly, Gerry",2016,VA,D,H,2008,2016,2017376.96,1126890.22,2299651.45,0
B001265,N00029901,"Begich, Mark",2016,,D, ,,2020,10266277,10516376,0,0
G000573,N00029908,"Garcia, Joe",2016,,D, ,,2016,1373867.35,1395633.03,1708.16,0
L000569,N00030026,"Luetkemeyer, Blaine",2016,MO,R,H,2008,2016,1885991.6,993106.7,1858861.33,1050000
R000588,N00030184,"Richmond, Cedric",2016,LA,D,H,2010,2016,1399142.95,1170048.02,361089.06,8000
H001051,N00030197,"Hanna, Richard",2016,NY,R,H,2010,2016,91423.92,178746.48,3328.49,0
C001075,N00030245,"Cassidy, Bill",2016,LA,R,S,2014,2020,16699968.61,15423370.61,1276597,2551
F000455,N00030490,"Fudge, Marcia L",2016,OH,D,H,2008,2016,712648.44,611970.7,768522.92,0
Q000023,N00030581,"Quigley, Mike",2016,IL,D,H,2009,2016,1010343.02,826247.14,692556.31,0
C001080,N00030600,"Chu, Judy",2016,CA,D,H,2009,2016,1170205.39,805616.26,2059998.12,1035.45
B001267,N00030608,"Bennet, Michael F",2016,CO,D,S,2009,2016,17801104,16241523,1715122,374819
R000595,N00030612,"Rubio, Marco",2016,FL,R,Pres,2010,2016,52331502,52599537,273485,1532657
L000586,N00030642,"Lawson, Al",2016,,D, ,,2016,442096.92,356107.57,95318.11,151958.34
R000593,N00030645,"Ross, Dennis",2016,FL,R,H,2010,2016,1215626.87,1194144.24,36825.69,0
K000378,N00030667,"Kinzinger, Adam",2016,IL,R,H,2010,2016,1820745.76,1009566.28,1477819.08,0
H001058,N00030673,"Huizenga, Bill",2016,MI,R,H,2010,2016,1193988.04,1301287.86,208310.92,0
L000576,N00030676,"Long, Billy",2016,MO,R,H,2010,2016,1460939.33,1633191.19,389553.25,0
D000617,N00030693,"DelBene, Suzan",2016,WA,D,H,2012,2016,1997270.08,1594976.61,500941.52,495000
D000623,N00030709,"Desaulnier, Mark",2016,CA,D,H,2014,2016,625213.01,421538.99,224500.29,0
B001287,N00030717,"Bera, Ami",2016,CA,D,H,2012,2016,4078146.09,4097741.47,132910.95,297800
C001083,N00030736,"Carney, John",2016,DE,D,H,2010,2016,265402.79,556340.08,248686.49,0
P000602,N00030744,"Pompeo, Mike",2016,KS,R,H,2010,2016,1451695.27,1447957.53,1104235.38,0
D000615,N00030752,"Duncan, Jeff",2016,SC,R,H,2010,2016,610665.81,707644.41,65285.65,0
R000591,N00030768,"Roby, Martha",2016,AL,R,H,2010,2016,1381820.85,1828096.37,45450.72,0
C001087,N00030770,"Crawford, Rick",2016,AR,R,H,2010,2016,669501.96,808955.49,258577,0
G000565,N00030771,"Gosar, Paul",2016,AZ,R,H,2010,2016,702260.9,707479.96,107593.03,0
G000562,N00030780,"Gardner, Cory",2016,CO,R,S,2014,2020,12843925.03,13215024.1,94103,0
G000560,N00030788,"Graves, Tom",2016,GA,R,H,2010,2016,1347310.85,756372.78,879701.75,0
G000570,N00030801,"Guinta, Frank",2016,NH,R,H,2014,2016,1514412.09,1519365.73,13820.67,21787.89
F000459,N00030815,"Fleischmann, Chuck",2016,TN,R,H,2010,2016,1421140.54,924616.66,549087.01,0
B001297,N00030829,"Buck, Kenneth R",2016,CO,R,H,2014,2016,1011675.63,751154.95,400986.77,0
P000603,N00030836,"Paul, Rand",2016,KY,R,Pres,2010,2016,12149234,12137474,11761,255728
G000559,N00030856,"Garamendi, John",2016,CA,D,H,2009,2016,1139600.36,873293.57,443765.93,0
K000382,N00030875,"Kuster, Ann Mclane",2016,NH,D,H,2012,2016,3159505.35,2121296.61,1068428.12,0
G000566,N00030880,"Gowdy, Trey",2016,SC,R,H,2010,2016,1869293.8,1555201.78,667018.58,0
B001274,N00030910,"Brooks, Mo",2016,AL,R,H,2010,2016,475499.82,118998.4,1170937.7,0
R000585,N00030949,"Reed, Tom",2016,NY,R,H,2010,2016,3101846.22,3054274.61,133455.65,0
D000616,N00030957,"Desjarlais, Scott",2016,TN,R,H,2010,2016,607523.43,541726.97,90735.13,0
R000589,N00030962,"Rigell, Scott",2016,VA,R,H,2010,2016,551470.01,713423.79,1022.99,0
D000614,N00030967,"Duffy, Sean P",2016,WI,R,H,2010,2016,2296294.65,1995878.74,974828.97,0
R000587,N00030968,"Ribble, Reid",2016,WI,R,H,2010,2016,477333.48,1272960.22,7859.11,0
A000368,N00030980,"Ayotte, Kelly",2016,NH,R,S,2010,2016,18427999.65,19621390.02,176170,0
H001053,N00031005,"Hartzler, Vicky",2016,MO,R,H,2010,2016,928062.53,918745.78,362153.75,0
N000186,N00031006,"Nunnelee, Alan",2016,MS,R, ,2010,2016,15024.99,426106.22,0,0
O000169,N00031011,"Owens, Bill",2016,,D, ,,2016,0,43260.42,59480.07,0
C001106,N00031064,"Costello, Ryan",2016,PA,R,H,2014,2016,2463529.01,2339160.25,246528.75,0
D000613,N00031103,"Dold, Bob",2016,IL,R,H,2014,2016,5410425.31,5572465.04,29616.52,169365.76
H001059,N00031104,"Hultgren, Randy",2016,IL,R,H,2010,2016,1179173.31,1297835.93,162199.05,0
R000586,N00031127,"Renacci, Jim",2016,OH,R,H,2010,2016,2088873.42,1749738.36,624545.32,26498.42
G000563,N00031128,"Gibbs, Bob",2016,OH,R,H,2010,2016,899216.71,825784.84,940533.79,10000
L000575,N00031129,"Lankford, James",2016,OK,R,S,2014,2016,7243412,7108500.44,564738,0
M001181,N00031134,"Meehan, Patrick",2016,PA,R,H,2010,2016,2419635.87,2155482.68,1935355.56,0
F000458,N00031141,"Fincher, Steve",2016,TN,R,H,2010,2016,455809.03,610584.83,2389553.6,0
A000369,N00031177,"Amodei, Mark",2016,NV,R,H,2011,2016,851507.65,901689.54,145196.51,9000
B001275,N00031227,"Bucshon, Larry",2016,IN,R,H,2010,2016,978512.68,970920.44,312861.1,0
B001282,N00031233,"Barr, Andy",2016,KY,R,H,2012,2016,2519652.42,2531838.6,476579.15,0
H001055,N00031244,"Heck, Joe",2016,NV,R,H,2010,2016,12190604,11742910,447693,0
R000598,N00031253,"Rothfus, Keith J",2016,PA,R,H,2012,2016,1734459.97,1651927.35,613672.49,193477.71
H001060,N00031265,"Hurt, Robert",2016,VA,R,H,2010,2016,452366.6,514920.46,146461.67,0
D000610,N00031317,"Deutch, Ted",2016,FL,D,H,2010,2016,1508991.68,1709484.46,329473.57,0
L000573,N00031377,"Labrador, Raul",2016,ID,R,H,2010,2016,491519.75,860957.82,760.79,0
G000569,N00031401,"Grimm, Michael",2016,,R, ,,2016,-2.2599999999984,6039.76,52526.16,421788.41
M001182,N00031412,"Mulvaney, Mick",2016,SC,R,H,2010,2016,1124593.74,1170967.21,156797.36,0
H001073,N00031417,"Hurd, Will",2016,TX,R,H,2014,2016,4061684.94,4109803.72,30146.42,226890.84
E000291,N00031513,"Ellmers, Renee",2016,NC,R,H,2010,2016,1277285.65,1427936.53,1494.77,21387.5
B001273,N00031539,"Black, Diane",2016,TN,R,H,2010,2016,1797183.21,2798763.15,65235.63,0
F000461,N00031545,"Flores, Bill",2016,TX,R,H,2010,2016,1513024.15,1517937.4,255336.37,9900
H001064,N00031557,"Heck, Dennis",2016,WA,D,H,2012,2016,1544147.23,997950.58,758757.09,300000
H001056,N00031559,"Beutler, Jaime Herrera",2016,WA,R,H,2010,2016,1366401.55,1835164.81,386408.63,0
D000612,N00031593,"Denham, Jeff",2016,CA,R,H,2010,2016,3336739.51,4174467.47,326702.36,4847.04
K000376,N00031647,"Kelly, Mike",2016,PA,R,H,2010,2016,1611551.83,1007840.94,742101.76,90000
F000460,N00031672,"Farenthold, Blake",2016,TX,R,H,2010,2016,1099142.68,1108699.54,37444.31,0
M001180,N00031681,"McKinley, David",2016,WV,R,H,2010,2016,1147264.04,1067357.71,502318.97,415000
B001277,N00031685,"Blumenthal, Richard",2016,CT,D,S,2010,2016,8825840,5891505,2953419,0
H001061,N00031688,"Hoeven, John",2016,ND,R,S,2010,2016,3797124,2786736,1822584,100000
L000577,N00031696,"Lee, Mike",2016,UT,R,S,2010,2016,5855489.49,5553915.25,347208,0
R000592,N00031741,"Rokita, Todd",2016,IN,R,H,2010,2016,1429602.16,1167058.77,1315564.74,0
M001179,N00031777,"Marino, Tom",2016,PA,R,H,2010,2016,1093769.92,993525.34,183520.06,0
C001088,N00031820,"Coons, Chris",2016,DE,D,S,2010,2020,6147380,6116798,376659,0
B001270,N00031877,"Bass, Karen",2016,CA,D,H,2010,2016,643072.4,673848.98,245400.89,0
K000375,N00031933,"Keating, Bill",2016,MA,D,H,2010,2016,1199693.24,443333.14,802897.47,0
B001271,N00031934,"Benishek, Dan",2016,MI,R,H,2010,2016,436547.31,420029.39,42996.35,0
A000367,N00031938,"Amash, Justin",2016,MI,R,H,2010,2016,674288.28,785478.05,217637.24,0
P000601,N00031958,"Palazzo, Steven",2016,MS,R,H,2010,2016,778901.28,605557.6,231698.04,2500
R000594,N00031988,"Runyan, Jon",2016,,R, ,,2016,0,4067.66,0,0
G000564,N00031998,"Gibson, Chris",2016,NY,R,H,2010,2016,-3000,200832.01,3500,0
C001084,N00032019,"Cicilline, David",2016,RI,D,H,2010,2016,1505337.5,895054.25,733171,0
N000184,N00032022,"Noem, Kristi",2016,SD,R,H,2010,2016,2328820.31,3054652.98,76550.9,0
G000568,N00032029,"Griffith, Morgan",2016,VA,R,H,2010,2016,836092.12,902355,90429.03,0
J000292,N00032088,"Johnson, Bill",2016,OH,R,H,2010,2016,1667712.92,1318593.66,685082.58,0
H001071,N00032243,"Hice, Jody B",2016,GA,R,H,2014,2016,490282.07,421168.06,71556.58,0
N000185,N00032441,"Nugent, Richard",2016,FL,R,H,2010,2016,48430.15,113466.44,0,0
J000293,N00032546,"Johnson, Ron",2016,WI,R,S,2010,2016,20308835,20458327,44263,548477
M001183,N00032838,"Manchin, Joe",2016,WV,D,S,2010,2018,5741086,4445835,1672560,0
H001068,N00033030,"Huffman, Jared",2016,CA,D,H,2012,2016,962597.42,746341.37,600808.34,192.45
D000618,N00033054,"Daines, Steven",2016,MT,R,S,2014,2020,7920197.39,7010161.48,925444,0
C001098,N00033085,"Cruz, Ted",2016,TX,R,Pres,2012,2016,89528776,89432111,96666,0
M001191,N00033091,"Murphy, Patrick",2016,FL,D,H,2012,2016,18575732,19030002,82388,0
K000384,N00033177,"Kaine, Tim",2016,VA,D,S,2012,2018,22815221,19694521,3120696,0
E000293,N00033217,"Esty, Elizabeth",2016,CT,D,H,2012,2016,1826048.58,1284268.99,589108.17,0
K000391,N00033240,"Krishnamoorthi, Raja",2016,,D, ,,2016,3562107.3,2636224.59,925882.71,1046.05
L000579,N00033274,"Lowenthal, Alan",2016,CA,D,H,2012,2016,721828.83,581402.1,499809.82,2438.64
G000571,N00033281,"Gabbard, Tulsi",2016,HI,D,H,2012,2016,2220302.47,1253602.44,2047500.05,0
C001091,N00033316,"Castro, Joaquin",2016,TX,D,H,2012,2016,1192105.53,1325432.18,127232.2,0
C001095,N00033363,"Cotton, Tom",2016,AR,R,S,2014,2020,14784852.46,14811659.99,271846,105862
C001097,N00033373,"Cardenas, Tony",2016,CA,D,H,2012,2016,1698960.95,1609252.15,283826.51,58522.78
B001286,N00033390,"Bustos, Cheri",2016,IL,D,H,2012,2016,3504463.25,2103465.21,1536105.67,0
K000380,N00033395,"Kildee, Dan",2016,MI,D,H,2012,2016,1087656.31,691064.67,514044.76,0
H001065,N00033399,"Holding, George",2016,NC,R,H,2012,2016,2695480.51,2708983.54,13478.99,290339.6
M001190,N00033410,"Mullin, Markwayne",2016,OK,R,H,2012,2016,1506085.82,1537906.26,152333.54,0
F000463,N00033443,"Fischer, Deb",2016,NE,R,S,2012,2018,7096399,6080627.01,1018869,0
D000627,N00033449,"Demings, Val",2016,,D, ,,2016,162468.08,11688.35,150779.73,4327.08
B001278,N00033474,"Bonamici, Suzanne",2016,OR,D,H,2012,2016,919182.66,885527.91,266027.53,100000
B001284,N00033495,"Brooks, Susan",2016,IN,R,H,2012,2016,1725753.96,1224524.72,1347890.27,0
R000599,N00033510,"Ruiz, Raul",2016,CA,D,H,2012,2016,3161738.89,2545149.31,990316.4,0
C001093,N00033518,"Collins, Doug",2016,GA,R,H,2012,2016,1231708.63,1326055.24,196277.86,0
R000603,N00033527,"Rouzer, David",2016,NC,R,H,2014,2016,1328535.32,725134.35,668129.3,0
K000390,N00033530,"Kihuen, Ruben",2016,,D, ,,2016,2208922.48,2199082.85,16494,56451.76
B001283,N00033532,"Bridenstine, James",2016,OK,R,H,2012,2016,922385.47,1132505.56,160186.17,0
O000170,N00033540,"O'Rourke, Beto",2016,TX,D,H,2012,2016,585718.08,348846.84,398699.85,0
G000572,N00033541,"Gallego, Pete",2016,,D, ,,2016,2153042.38,2181644.87,262.58,16352.64
P000607,N00033549,"Pocan, Mark",2016,WI,D,H,2012,2016,1038788.42,827122.99,399215.3,0
P000608,N00033591,"Peters, Scott",2016,CA,D,H,2012,2016,3508601.8,2503992.92,1073307.61,250000
B001280,N00033625,"Bentivolio, Kerry",2016,,I, ,,2016,46201.49,52123.23,1782.55,2500
H001067,N00033630,"Hudson, Richard",2016,NC,R,H,2012,2016,2065161.77,2411377.49,92829.98,0
M001187,N00033631,"Meadows, Mark R",2016,NC,R,H,2012,2016,530469.32,496716.79,208158.98,88500
H001066,N00033638,"Horsford, Steven",2016,,D, ,,2016,4001.79,15112.02,3416.99,16250
J000294,N00033640,"Jeffries, Hakeem",2016,NY,D,H,2012,2016,1287260.12,784019.45,1011604.86,0
A000372,N00033720,"Allen, Richard W",2016,GA,R,H,2014,2016,1142249.99,1096963.16,105396.4,1125000
B001294,N00033744,"Blum, Rod",2016,IA,R,H,2014,2016,1897637.03,1894627.97,47566.78,114119
H001069,N00033782,"Heitkamp, Heidi",2016,ND,D,S,2012,2018,7592634,6974184,618450,0
M001195,N00033814,"Mooney, Alex",2016,WV,R,H,2014,2016,1750907.73,1324070.16,430723.72,0
R000597,N00033832,"Rice, Tom",2016,SC,R,H,2012,2016,1082645.07,935571.49,525309.5,0
L000584,N00033842,"Love, Mia",2016,UT,R,H,2014,2016,5377438.14,5480894.57,187356.51,0
D000620,N00033897,"Delaney, John K",2016,MD,D,H,2012,2016,1951728.12,1954189.5,22042.84,1163250
B001281,N00033904,"Beatty, Joyce",2016,OH,D,H,2012,2016,1166060.86,663195.66,861592.66,27500
B001279,N00033981,"Barber, Ron",2016,,D, ,,2016,1300.91,506253.08,0,0
M001197,N00033982,"McSally, Martha",2016,AZ,R,H,2014,2016,7699931.76,7826193.93,342243.75,327833.26
L000578,N00033987,"LaMalfa, Doug",2016,CA,R,H,2012,2016,791829.74,800422.24,89475.6,36616.52
A000371,N00033997,"Aguilar, Pete",2016,CA,D,H,2014,2016,2891161.46,1948527.61,950772.97,0
R000596,N00034017,"Radel, Trey",2016,,R, ,,2016,0,1545.81,164812.67,206000
M001184,N00034041,"Massie, Thomas",2016,KY,R,H,2012,2016,463955.46,421631.81,244597.91,0
K000379,N00034044,"Kennedy, Joe III",2016,MA,D,H,2012,2016,3131065.63,1779495.84,2751578.37,0
L000581,N00034068,"Lawrence, Brenda",2016,MI,D,H,2014,2016,853134.44,681110.92,261154.73,0
P000605,N00034120,"Perry, Scott",2016,PA,R,H,2012,2016,676746.44,612511.87,214905.82,0
C001090,N00034128,"Cartwright, Matt",2016,PA,D,H,2012,2016,967024.42,859029.41,561068.81,415000
C001094,N00034224,"Cook, Paul",2016,CA,R,H,2012,2016,935282.52,900290.89,571214.27,0
B001285,N00034254,"Brownley, Julia",2016,CA,D,H,2012,2016,3290602.96,1916089.52,1649893.27,0
M001185,N00034277,"Maloney, Sean Patrick",2016,NY,D,H,2012,2016,3568007.65,1930204.68,1743545.58,903.66
P000606,N00034416,"Pittenger, Robert",2016,NC,R,H,2012,2016,1126358.29,1196306.06,4246.78,928833.67
K000381,N00034453,"Kilmer, Derek",2016,WA,D,H,2012,2016,2137491.76,1073880.55,2004233.23,0
M001188,N00034547,"Meng, Grace",2016,NY,D,H,2012,2016,1254504.26,826309.59,1067950.39,0
E000297,N00034549,"Espaillat, Adriano",2016,,D, ,,2016,801285.23,709410.27,115104.93,75557.1
K000383,N00034580,"King, Angus",2016,ME,I,S,2012,2018,3558325,3377825,132633,80000
P000611,N00034584,"Poliquin, Bruce",2016,ME,R,H,2014,2016,3385351.06,3369693.93,24331.1,211000
P000604,N00034639,"Payne, Donald M Jr",2016,NJ,D,H,2012,2016,533521.11,487110.99,77030.71,0
D000621,N00034746,"DeSantis, Ron",2016,FL,R,H,2012,2016,4678618.08,3678255,1710114.06,751.25
D000619,N00034784,"Davis, Rodney",2016,IL,R,H,2012,2016,2626498.92,2356035.9,396800.06,0
E000292,N00034884,"Enyart, William",2016,,D, ,,2016,-12303.24,82.6,0,0
P000610,N00035000,"Plaskett, Stacey",2016,VI,D,D,2014,2016,362514.7,338107.77,24406.93,24733.1
J000295,N00035007,"Joyce, David P",2016,OH,R,H,2012,2016,2088215.84,1997677.12,365568.73,0
R000605,N00035187,"Rounds, Mike",2016,SD,R,S,2014,2020,5520677,5481246,79146,0
K000385,N00035215,"Kelly, Robin",2016,IL,D,H,2013,2016,1098719.49,826701.08,394085.2,0
B001288,N00035267,"Booker, Cory",2016,NJ,D,S,2013,2020,20292874.89,18912429.89,1380448,5266
C001101,N00035278,"Clark, Katherine",2016,MA,D,H,2013,2016,1313286.47,664732.75,952215.1,250000
B001296,N00035307,"Boyle, Brendan",2016,PA,D,H,2014,2016,1041154.77,994910.52,461467.13,0
C001103,N00035346,"Carter, Buddy",2016,GA,R,H,2014,2016,1004344.51,719765.54,503534.3,250000
L000583,N00035347,"Loudermilk, Barry",2016,GA,R,H,2014,2016,831875.17,913620.16,10927.68,0
B001289,N00035380,"Byrne, Bradley",2016,AL,R,H,2013,2016,1366369.77,1171650.28,446318.33,0
C001107,N00035403,"Curbelo, Carlos",2016,FL,R,H,2014,2016,3862766.42,3829677.18,43369.74,132779.42
B001295,N00035420,"Bost, Mike",2016,IL,R,H,2014,2016,2313249.91,2333134.59,7409.37,46000
M001196,N00035431,"Moulton, Seth",2016,MA,D,H,2014,2016,2595539.91,1598103,1034735.84,0
E000294,N00035440,"Emmer, Tom",2016,MN,R,H,2014,2016,1837926.54,1718560.45,137564.83,0
A000370,N00035451,"Adams, Alma",2016,NC,D,H,2014,2016,922092.89,837646.7,107537.64,0
H001078,N00035477,"Handel, Karen",2016,,R, ,,2020,1046656,1046656,0,0
E000295,N00035483,"Ernst, Joni",2016,IA,R,S,2014,2020,12884110,12473618.01,440887,0
C001109,N00035504,"Cheney, Liz",2016,,R, ,,2016,2206005.88,2148255.72,57750.16,133841.54
P000612,N00035516,"Perdue, David",2016,GA,R,S,2014,2020,14642696,14593439,49256,834106
J000297,N00035531,"Jenkins, Evan",2016,WV,R,H,2014,2016,1269625.19,558823.63,717360.11,5045.46
M001192,N00035593,"McAllister, Vance",2016,,R, ,,2016,9700,13616.67,1335.02,962016.11
H001070,N00035628,"Hardy, Cresent",2016,NV,R,H,2014,2016,1837510.28,1876222.13,24152.17,0
G000575,N00035688,"Graham, Gwen",2016,FL,D,H,2014,2016,1782795.09,559045.93,1256115.61,0
P000609,N00035691,"Palmer, Gary",2016,AL,R,H,2014,2016,1201854.52,739386.69,652180.33,0
J000296,N00035717,"Jolly, David",2016,FL,R,H,2014,2016,1936036.49,2176450.99,5923.99,0
H001072,N00035792,"Hill, French",2016,AR,R,H,2014,2016,2199131.5,1599714.46,648668.87,0
K000387,N00035820,"Knight, Steve",2016,CA,R,H,2014,2016,1707534.51,1674967.78,37192.44,0
L000582,N00035825,"Lieu, Ted",2016,CA,D,H,2014,2016,2029611.61,1079963.24,1054054.78,5991.7
C001102,N00035854,"Clawson, Curt",2016,FL,R,H,2014,2016,335865.23,270849.28,101632.5,3825000
R000602,N00035927,"Rice, Kathleen",2016,NY,D,H,2014,2016,2080991.31,1623817.62,486128.36,0
K000386,N00035934,"Katko, John",2016,NY,R,H,2014,2016,2656069.74,2384151.8,285701.32,0
R000601,N00035972,"Ratcliffe, John Lee",2016,TX,R,H,2014,2016,800861.68,784024.78,128611.59,294250
B001290,N00036013,"Brat, Dave",2016,VA,R,H,2014,2016,1259401.14,1151807.35,168013.54,0
B001292,N00036018,"Beyer, Don",2016,VA,D,H,2014,2016,1904691.9,1263127.31,727818.2,0
C001105,N00036023,"Comstock, Barbara",2016,VA,R,H,2014,2016,5279626.17,5291181.98,49432.65,0
G000574,N00036097,"Gallego, Ruben",2016,AZ,D,H,2014,2016,1088291.93,729193.77,383260.79,2500
G000577,N00036135,"Graves, Garret",2016,LA,R,H,2014,2016,1925195.99,1577216.35,842717.11,0
D000624,N00036149,"Dingell, Debbie",2016,MI,D,H,2014,2016,1173477.27,1052958.96,448488.87,0
N000188,N00036154,"Norcross, Don",2016,NJ,D,H,2014,2016,2045596.24,1972053.61,99462.67,15161.83
M001193,N00036155,"MacArthur, Thomas",2016,NJ,R,H,2014,2016,1913433.66,1910488.81,7330.82,787985.57
R000604,N00036175,"Russell, Steven",2016,OK,R,H,2014,2016,865262.45,847193,29717.7,0
M001201,N00036274,"Mitchell, Paul",2016,,R, ,,2016,3979357.51,3967948.8,11408.71,524700
M001194,N00036275,"Moolenaar, John",2016,MI,R,H,2014,2016,1050895.61,1041322.32,37623.85,35946.71
N000189,N00036403,"Newhouse, Dan",2016,WA,R,H,2014,2016,1266398.57,1251539.16,39528.43,0
G000576,N00036409,"Grothman, Glenn S",2016,WI,R,H,2014,2016,1036744.56,1032438.45,7815.23,125160
B001293,N00036449,"Bishop, Mike",2016,MI,R,H,2014,2016,1639969.76,1588375.7,92183.07,20000
A000374,N00036633,"Abraham, Ralph",2016,LA,R,H,2014,2016,577493.18,408612.89,208161.38,75000
H001075,N00036915,"Harris, Kamala D",2016,,D, ,,2016,15072254,14142821,929433,2629
D000625,N00036928,"Donovan, Dan",2016,NY,R,H,2015,2016,1968167.67,1781804.33,186363.34,0
G000583,N00036944,"Gottheimer, Josh",2016,,D, ,,2016,4782462.13,4703377.07,79085.06,91028.4
B001304,N00036999,"Brown, Anthony",2016,,D, ,,2016,1365088.81,1193695.72,171393.09,51000
K000388,N00037003,"Kelly, Trent",2016,MS,R,H,2015,2016,1053946.86,899969.06,146887.15,0
C001112,N00037015,"Carbajal, Salud",2016,,D, ,,2016,3094060.37,3041768.51,52291.86,0
B001300,N00037019,"Barragan, Nanette",2016,,D, ,,2016,1892341.28,1878775.63,13565.65,38000
L000585,N00037031,"LaHood, Darin",2016,IL,R,H,2015,2016,2529337.44,2207878.57,321458.87,0
M001198,N00037034,"Marshall, Roger",2016,,R, ,,2016,1506820.85,1488460.94,18359.91,135000
R000606,N00037036,"Raskin, Jamie",2016,,D, ,,2016,2544561.54,2192769.71,351791.83,0
B001298,N00037049,"Bacon, Donald John",2016,,R, ,,2016,1604219.1,1576183.03,30736.02,35000
C001113,N00037161,"Masto, Catherine Cortez",2016,,D, ,,2016,19566921.97,18604214.72,220554,0
B001299,N00037185,"Banks, Jim",2016,,R, ,,2016,1741952.67,1597693.06,144259.61,84104.27
C001110,N00037260,"Correa, Lou",2016,,D, ,,2016,920888.87,887194.46,33694.41,1610.15
M001199,N00037269,"Mast, Brian",2016,,R, ,,2016,2948070.67,2853452.54,94618.13,64499.36
F000464,N00037288,"Faso, John",2016,,R, ,,2016,3007518.08,2904089.09,103428.99,0
D000628,N00037442,"Dunn, Neal",2016,,R, ,,2016,1968333.78,1955410.83,12922.95,342385.31
O000171,N00037515,"O'Halleran, Tom",2016,,D, ,,2016,1596669.06,1579377.18,17291.88,72634.9
G000582,N00037615,"Gonzalez, Jenniffer",2016,,3, ,,2016,941067.85,917823.53,23244.32,0
C001108,N00038260,"Comer, James",2016,,R, ,,2016,1053372.08,968808.7,84563.38,0
A000375,N00038285,"Arrington, Jodey",2016,,R, ,,2016,1561023.22,1304636.75,256386.47,0
H001076,N00038397,"Hassan, Maggie",2016,,D, ,,2016,18561299,18427848,133450,0
L000587,N00038400,"Lewis, Jason",2016,,R, ,,2016,1030485.18,1020648.52,9836.66,12500
B001303,N00038414,"Rochester, Lisa Blunt",2016,,D, ,,2016,1514463.67,1389701.79,124761.88,310600
H001074,N00038429,"Hollingsworth, Trey",2016,,R, ,,2016,3556123.85,3555818.86,304.99,823541.84
E000296,N00038450,"Evans, Dwight",2016,,D, ,,2016,1521148.4,1485392.77,35755.63,0
P000613,N00038601,"Panetta, Jimmy",2016,,D, ,,2016,1410117.59,1048772.85,229455.49,0
R000608,N00038734,"Rosen, Jacky",2016,,D, ,,2016,1692027.19,1676766.3,15260.89,43321
D000626,N00038767,"Davidson, Warren",2016,OH,R,H,2016,2016,974239.78,863367.64,110872.14,250000
F000466,N00038779,"Fitzpatrick, Brian",2016,,R, ,,2016,2154946.1,2009176.63,145769.47,129404.79
G000581,N00038809,"Gonzalez, Vicente",2016,,D, ,,2016,2425195,2304694.4,120500.6,500000
G000580,N00038847,"Garrett, Tom",2016,,R, ,,2016,647091.95,633358.08,14008.87,58807.28
J000298,N00038858,"Jayapal, Pramila",2016,,D, ,,2016,2987189.16,2959589.82,27599.34,65762.62
F000465,N00039090,"Ferguson, Drew",2016,,R, ,,2016,1255495.34,1213372.58,42122.76,0
J000299,N00039106,"Johnson, Mike",2016,,R, ,,2016,1133112.45,937018.09,196094.36,0
B001302,N00039293,"Biggs, Andy",2016,,R, ,,2016,994666.43,946069.35,48597.08,317301.02
M001200,N00039327,"McEachin, Donald",2016,,D, ,,2016,792091.02,513080.61,279010.41,0
G000579,N00039330,"Gallagher, Mike",2016,,R, ,,2016,2757473.26,2695647.81,61825.45,255000
G000578,N00039503,"Gaetz, Matt",2016,,R, ,,2016,1129049.89,1070108.86,58941.03,75000
B001301,N00039533,"Bergman, John",2016,,R, ,,2016,1361864.14,1346930.48,14933.66,305365.32
B001305,N00039551,"Budd, Ted",2016,,R, ,,2016,594297.41,574704.72,19592.69,34000
R000609,N00039777,"Rutherford, John",2016,,R, ,,2016,834630.38,832634.44,1995.94,82000
H001077,N00039953,"Higgins, Clay",2016,,R, ,,2016,403654.87,378847.02,24807.85,81984.5
R000607,N00040007,"Rooney, Francis",2016,,R, ,,2016,5142733.5,4832377.52,310355.98,450000
