bill_id,chamber,term,session,action,roll_number,url
HR2142-115,House,115,1,Final Passage Under Suspension of the Rules Results,574,http://clerk.house.gov/evs/2017/roll574.xml
HR2152-115,House,115,2,Passage of a Measure,175,http://clerk.house.gov/evs/2018/roll175.xml
HR218-115,House,115,1,Passage of a Measure,406,http://clerk.house.gov/evs/2017/roll406.xml
HR2192-115,House,115,1,Passage of a Measure,255,http://clerk.house.gov/evs/2017/roll255.xml
HR220-115,House,115,1,Final Passage Under Suspension of the Rules Results,330,http://clerk.house.gov/evs/2017/roll330.xml
HR2200-115,House,115,2,Vote on House Agreeing to the Senate Action,487,http://clerk.house.gov/evs/2018/roll487.xml
HR2201-115,House,115,1,Passage of a Measure,622,http://clerk.house.gov/evs/2017/roll622.xml
HR2210-115,House,115,1,Final Passage Under Suspension of the Rules Results,379,http://clerk.house.gov/evs/2017/roll379.xml
HR2213-115,House,115,1,Passage of a Measure,294,http://clerk.house.gov/evs/2017/roll294.xml
HR2219-115,House,115,2,Final Passage Under Suspension of the Rules Results,130,http://clerk.house.gov/evs/2018/roll130.xml
HR2258-115,House,115,1,Final Passage Under Suspension of the Rules Results,324,http://clerk.house.gov/evs/2017/roll324.xml
HR2266-115,Senate,115,1,SENATE AGREED (FREE TEXT),248,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00248
HR2266-115,Senate,115,1,MOTION TO WAIVE (MEASURE),247,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00247
HR2266-115,Senate,115,1,CLOTURE MOTION,246,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00246
HR2288-115,House,115,1,Final Passage Under Suspension of the Rules Results,273,http://clerk.house.gov/evs/2017/roll273.xml
HR2292-115,House,115,1,Final Passage Under Suspension of the Rules Results,300,http://clerk.house.gov/evs/2017/roll300.xml
HR23-115,House,115,1,Passage of a Measure,352,http://clerk.house.gov/evs/2017/roll352.xml
HR23-115,House,115,1,Motion to Commit/Recommit With Instructions Results,351,http://clerk.house.gov/evs/2017/roll351.xml
HR2331-115,House,115,1,Final Passage Under Suspension of the Rules Results,634,http://clerk.house.gov/evs/2017/roll634.xml
HR2345-115,House,115,2,Final Passage Under Suspension of the Rules Results,366,http://clerk.house.gov/evs/2018/roll366.xml
HR238-115,House,115,1,Passage of a Measure,54,http://clerk.house.gov/evs/2017/roll054.xml
HR238-115,House,115,1,Motion to Commit/Recommit With Instructions Results,53,http://clerk.house.gov/evs/2017/roll053.xml
HR2396-115,House,115,1,Passage of a Measure,682,http://clerk.house.gov/evs/2017/roll682.xml
HR2396-115,House,115,1,Motion to Commit/Recommit With Instructions Results,681,http://clerk.house.gov/evs/2017/roll681.xml
HR2422-115,House,115,2,Final Passage Under Suspension of the Rules Results,82,http://clerk.house.gov/evs/2018/roll082.xml
HR2430-115,Senate,115,1,PASSED SENATE,187,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00187
HR2430-115,Senate,115,1,CLOTURE MOTION,185,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00185
HR244-115,Senate,115,1,SENATE AGREED (FREE TEXT),121,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00121
HR244-115,House,115,1,Vote on House Agreeing to the Senate Action,249,http://clerk.house.gov/evs/2017/roll249.xml
HR244-115,House,115,1,Final Passage Under Suspension of the Rules Results,86,http://clerk.house.gov/evs/2017/roll086.xml
HR2457-115,House,115,1,Final Passage Under Suspension of the Rules Results,301,http://clerk.house.gov/evs/2017/roll301.xml
HR2464-115,House,115,1,Final Passage Under Suspension of the Rules Results,559,http://clerk.house.gov/evs/2017/roll559.xml
HR2521-115,House,115,1,Final Passage Under Suspension of the Rules Results,591,http://clerk.house.gov/evs/2017/roll591.xml
HR2547-115,House,115,1,Final Passage Under Suspension of the Rules Results,323,http://clerk.house.gov/evs/2017/roll323.xml
HR2579-115,Senate,115,2,CLOTURE MOTION,32,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=2&vote=00032
HR2579-115,House,115,1,Passage of a Measure,308,http://clerk.house.gov/evs/2017/roll308.xml
HR2581-115,House,115,1,Passage of a Measure,306,http://clerk.house.gov/evs/2017/roll306.xml
HR2581-115,House,115,1,Motion to Commit/Recommit With Instructions Results,305,http://clerk.house.gov/evs/2017/roll305.xml
HR26-115,House,115,1,Passage of a Measure,23,http://clerk.house.gov/evs/2017/roll023.xml
HR26-115,House,115,1,Motion to Commit/Recommit With Instructions Results,22,http://clerk.house.gov/evs/2017/roll022.xml
HR2606-115,House,115,2,Vote on House Agreeing to the Senate Action,471,http://clerk.house.gov/evs/2018/roll471.xml
HR2611-115,House,115,1,Final Passage Under Suspension of the Rules Results,485,http://clerk.house.gov/evs/2017/roll485.xml
HR2615-115,House,115,2,Vote on House Agreeing to the Senate Action,417,http://clerk.house.gov/evs/2018/roll417.xml
HR2658-115,House,115,1,Final Passage Under Suspension of the Rules Results,671,http://clerk.house.gov/evs/2017/roll671.xml
HR2672-115,House,115,1,Final Passage Under Suspension of the Rules Results,636,http://clerk.house.gov/evs/2017/roll636.xml
HR2706-115,House,115,1,Final Passage Under Suspension of the Rules Results,672,http://clerk.house.gov/evs/2017/roll672.xml
HR2768-115,House,115,1,Final Passage Under Suspension of the Rules Results,638,http://clerk.house.gov/evs/2017/roll638.xml
HR2786-115,House,115,1,Final Passage Under Suspension of the Rules Results,384,http://clerk.house.gov/evs/2017/roll384.xml
HR2792-115,House,115,1,Passage of a Measure,543,http://clerk.house.gov/evs/2017/roll543.xml
HR2810-115,House,115,1,Placeholder Text for H42510,631,http://clerk.house.gov/evs/2017/roll631.xml
HR2810-115,House,115,1,Vote on House Agreeing to the Senate Action,565,http://clerk.house.gov/evs/2017/roll565.xml
HR2810-115,House,115,1,Vote on House Agreeing to the Senate Action,564,http://clerk.house.gov/evs/2017/roll564.xml
HR2810-115,Senate,115,1,PASSED SENATE,199,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00199
HR2810-115,Senate,115,1,CLOTURE MOTION,198,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00198
HR2810-115,Senate,115,1,CLOTURE MOTION,193,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00193
HR2810-115,House,115,1,Passage of a Measure,378,http://clerk.house.gov/evs/2017/roll378.xml
HR2810-115,House,115,1,Motion to Commit/Recommit With Instructions Results,377,http://clerk.house.gov/evs/2017/roll377.xml
HR2824-115,House,115,1,Passage of a Measure,537,http://clerk.house.gov/evs/2017/roll537.xml
HR2824-115,House,115,1,Motion to Commit/Recommit With Instructions Results,536,http://clerk.house.gov/evs/2017/roll536.xml
HR2825-115,House,115,1,Final Passage Under Suspension of the Rules Results,403,http://clerk.house.gov/evs/2017/roll403.xml
HR2842-115,House,115,1,Passage of a Measure,322,http://clerk.house.gov/evs/2017/roll322.xml
HR2847-115,House,115,1,Final Passage Under Suspension of the Rules Results,309,http://clerk.house.gov/evs/2017/roll309.xml
HR2851-115,House,115,2,Passage of a Measure,268,http://clerk.house.gov/evs/2018/roll268.xml
HR2864-115,House,115,1,Final Passage Under Suspension of the Rules Results,440,http://clerk.house.gov/evs/2017/roll440.xml
HR2866-115,House,115,1,Final Passage Under Suspension of the Rules Results,310,http://clerk.house.gov/evs/2017/roll310.xml
HR2874-115,House,115,1,Passage of a Measure,630,http://clerk.house.gov/evs/2017/roll630.xml
HR2874-115,House,115,1,Motion to Commit/Recommit With Instructions Results,629,http://clerk.house.gov/evs/2017/roll629.xml
HR2883-115,House,115,1,Passage of a Measure,398,http://clerk.house.gov/evs/2017/roll398.xml
HR2883-115,House,115,1,Motion to Commit/Recommit With Instructions Results,397,http://clerk.house.gov/evs/2017/roll397.xml
HR2905-115,House,115,2,Final Passage Under Suspension of the Rules Results,147,http://clerk.house.gov/evs/2018/roll147.xml
HR2910-115,House,115,1,Passage of a Measure,402,http://clerk.house.gov/evs/2017/roll402.xml
HR2910-115,House,115,1,Motion to Commit/Recommit With Instructions Results,401,http://clerk.house.gov/evs/2017/roll401.xml
HR2936-115,House,115,1,Passage of a Measure,598,http://clerk.house.gov/evs/2017/roll598.xml
HR2936-115,House,115,1,Motion to Commit/Recommit With Instructions Results,597,http://clerk.house.gov/evs/2017/roll597.xml
HR2954-115,House,115,2,Passage of a Measure,32,http://clerk.house.gov/evs/2018/roll032.xml
HR2954-115,House,115,2,Motion to Commit/Recommit With Instructions Results,31,http://clerk.house.gov/evs/2018/roll031.xml
HR299-115,House,115,2,Final Passage Under Suspension of the Rules Results,289,http://clerk.house.gov/evs/2018/roll289.xml
HR2991-115,House,115,2,Final Passage Under Suspension of the Rules Results,232,http://clerk.house.gov/evs/2018/roll232.xml
HR3-115,Senate,115,2,MOTION TO DISCHARGE,134,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=2&vote=00134
HR3-115,House,115,2,Passage of a Measure,243,http://clerk.house.gov/evs/2018/roll243.xml
HR3003-115,House,115,1,Passage of a Measure,342,http://clerk.house.gov/evs/2017/roll342.xml
HR3003-115,House,115,1,Motion to Commit/Recommit With Instructions Results,341,http://clerk.house.gov/evs/2017/roll341.xml
HR3004-115,House,115,1,Passage of a Measure,344,http://clerk.house.gov/evs/2017/roll344.xml
HR3004-115,House,115,1,Motion to Commit/Recommit With Instructions Results,343,http://clerk.house.gov/evs/2017/roll343.xml
HR3008-115,House,115,2,Final Passage Under Suspension of the Rules Results,427,http://clerk.house.gov/evs/2018/roll427.xml
HR3017-115,House,115,1,Passage of a Measure,649,http://clerk.house.gov/evs/2017/roll649.xml
HR302-115,Senate,115,2,SENATE AGREED (FREE TEXT),220,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=2&vote=00220
HR302-115,Senate,115,2,CLOTURE MOTION,219,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=2&vote=00219
HR3030-115,House,115,2,Final Passage Under Suspension of the Rules Results,334,http://clerk.house.gov/evs/2018/roll334.xml
HR304-115,House,115,1,Final Passage Under Suspension of the Rules Results,25,http://clerk.house.gov/evs/2017/roll025.xml
HR3043-115,House,115,1,Passage of a Measure,620,http://clerk.house.gov/evs/2017/roll620.xml
HR3053-115,House,115,2,Passage of a Measure,179,http://clerk.house.gov/evs/2018/roll179.xml
HR3071-115,House,115,1,Final Passage Under Suspension of the Rules Results,624,http://clerk.house.gov/evs/2017/roll624.xml
HR3110-115,House,115,1,Final Passage Under Suspension of the Rules Results,439,http://clerk.house.gov/evs/2017/roll439.xml
HR3115-115,House,115,1,Final Passage Under Suspension of the Rules Results,639,http://clerk.house.gov/evs/2017/roll639.xml
HR3144-115,House,115,2,Passage of a Measure,153,http://clerk.house.gov/evs/2018/roll153.xml
HR3144-115,House,115,2,Motion to Commit/Recommit With Instructions Results,152,http://clerk.house.gov/evs/2018/roll152.xml
HR315-115,House,115,1,Final Passage Under Suspension of the Rules Results,24,http://clerk.house.gov/evs/2017/roll024.xml
HR3180-115,House,115,1,Passage of a Measure,437,http://clerk.house.gov/evs/2017/roll437.xml
HR3180-115,House,115,1,Final Passage Under Suspension of the Rules Results,407,http://clerk.house.gov/evs/2017/roll407.xml
HR3183-115,House,115,2,Final Passage Under Suspension of the Rules Results,92,http://clerk.house.gov/evs/2018/roll092.xml
HR3186-115,House,115,2,Final Passage Under Suspension of the Rules Results,395,http://clerk.house.gov/evs/2018/roll395.xml
HR3218-115,House,115,1,Final Passage Under Suspension of the Rules Results,409,http://clerk.house.gov/evs/2017/roll409.xml
HR3219-115,House,115,1,Passage of a Measure,435,http://clerk.house.gov/evs/2017/roll435.xml
HR3219-115,House,115,1,Motion to Commit/Recommit With Instructions Results,434,http://clerk.house.gov/evs/2017/roll434.xml
HR3243-115,House,115,1,Final Passage Under Suspension of the Rules Results,563,http://clerk.house.gov/evs/2017/roll563.xml
HR3249-115,House,115,2,Vote on House Agreeing to the Senate Action,239,http://clerk.house.gov/evs/2018/roll239.xml
HR3281-115,House,115,2,Passage of a Measure,325,http://clerk.house.gov/evs/2018/roll325.xml
HR3281-115,House,115,2,Motion to Commit/Recommit With Instructions Results,324,http://clerk.house.gov/evs/2018/roll324.xml
HR3284-115,House,115,1,Final Passage Under Suspension of the Rules Results,529,http://clerk.house.gov/evs/2017/roll529.xml
HR3299-115,House,115,2,Passage of a Measure,78,http://clerk.house.gov/evs/2018/roll078.xml
HR3312-115,House,115,1,Passage of a Measure,694,http://clerk.house.gov/evs/2017/roll694.xml
HR3317-115,House,115,1,Final Passage Under Suspension of the Rules Results,656,http://clerk.house.gov/evs/2017/roll656.xml
HR3326-115,House,115,2,Passage of a Measure,24,http://clerk.house.gov/evs/2018/roll024.xml
HR3354-115,House,115,1,Passage of a Measure,528,http://clerk.house.gov/evs/2017/roll528.xml
HR3354-115,House,115,1,Motion to Commit/Recommit With Instructions Results,527,http://clerk.house.gov/evs/2017/roll527.xml
HR3364-115,Senate,115,1,PASSED SENATE,175,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=115&session=1&vote=00175
HR3364-115,House,115,1,Final Passage Under Suspension of the Rules Results,413,http://clerk.house.gov/evs/2017/roll413.xml
HR337-115,House,115,1,Final Passage Under Suspension of the Rules Results,80,http://clerk.house.gov/evs/2017/roll080.xml
HR3441-115,House,115,1,Passage of a Measure,614,http://clerk.house.gov/evs/2017/roll614.xml
HR3441-115,House,115,1,Motion to Commit/Recommit With Instructions Results,613,http://clerk.house.gov/evs/2017/roll613.xml
HR3542-115,House,115,2,Final Passage Under Suspension of the Rules Results,74,http://clerk.house.gov/evs/2018/roll074.xml
HR3551-115,House,115,1,Final Passage Under Suspension of the Rules Results,569,http://clerk.house.gov/evs/2017/roll569.xml
HR3562-115,House,115,1,Final Passage Under Suspension of the Rules Results,607,http://clerk.house.gov/evs/2017/roll607.xml
HR36-115,House,115,1,Passage of a Measure,549,http://clerk.house.gov/evs/2017/roll549.xml
HR36-115,House,115,1,Motion to Commit/Recommit With Instructions Results,548,http://clerk.house.gov/evs/2017/roll548.xml
HR3697-115,House,115,1,Passage of a Measure,517,http://clerk.house.gov/evs/2017/roll517.xml
HR3697-115,House,115,1,Motion to Commit/Recommit With Instructions Results,516,http://clerk.house.gov/evs/2017/roll516.xml
HR3705-115,House,115,1,Final Passage Under Suspension of the Rules Results,621,http://clerk.house.gov/evs/2017/roll621.xml
HR372-115,House,115,1,Passage of a Measure,184,http://clerk.house.gov/evs/2017/roll184.xml
HR372-115,House,115,1,Motion to Commit/Recommit With Instructions Results,183,http://clerk.house.gov/evs/2017/roll183.xml
HR3731-115,House,115,1,Final Passage Under Suspension of the Rules Results,655,http://clerk.house.gov/evs/2017/roll655.xml
HR374-115,House,115,1,Final Passage Under Suspension of the Rules Results,66,http://clerk.house.gov/evs/2017/roll066.xml
HR38-115,House,115,1,Passage of a Measure,663,http://clerk.house.gov/evs/2017/roll663.xml
HR38-115,House,115,1,Motion to Commit/Recommit With Instructions Results,662,http://clerk.house.gov/evs/2017/roll662.xml
HR3821-115,House,115,1,Final Passage Under Suspension of the Rules Results,635,http://clerk.house.gov/evs/2017/roll635.xml
HR3823-115,House,115,1,Passage of a Measure,542,http://clerk.house.gov/evs/2017/roll542.xml
HR3823-115,House,115,1,Motion to Commit/Recommit With Instructions Results,541,http://clerk.house.gov/evs/2017/roll541.xml
HR3823-115,House,115,1,Final Passage Under Suspension of the Rules Results,530,http://clerk.house.gov/evs/2017/roll530.xml
HR3832-115,House,115,2,Final Passage Under Suspension of the Rules Results,209,http://clerk.house.gov/evs/2018/roll209.xml
HR3851-115,House,115,2,Final Passage Under Suspension of the Rules Results,61,http://clerk.house.gov/evs/2018/roll061.xml
HR3898-115,House,115,1,Final Passage Under Suspension of the Rules Results,581,http://clerk.house.gov/evs/2017/roll581.xml
HR39-115,House,115,1,Final Passage Under Suspension of the Rules Results,34,http://clerk.house.gov/evs/2017/roll034.xml
HR3903-115,House,115,1,Final Passage Under Suspension of the Rules Results,599,http://clerk.house.gov/evs/2017/roll599.xml
HR3905-115,House,115,1,Passage of a Measure,643,http://clerk.house.gov/evs/2017/roll643.xml
HR3911-115,House,115,1,Final Passage Under Suspension of the Rules Results,615,http://clerk.house.gov/evs/2017/roll615.xml
HR3922-115,House,115,1,Passage of a Measure,606,http://clerk.house.gov/evs/2017/roll606.xml
HR3922-115,House,115,1,Motion to Commit/Recommit With Instructions Results,605,http://clerk.house.gov/evs/2017/roll605.xml
HR3971-115,House,115,1,Passage of a Measure,675,http://clerk.house.gov/evs/2017/roll675.xml
HR3971-115,House,115,1,Motion to Commit/Recommit With Instructions Results,674,http://clerk.house.gov/evs/2017/roll674.xml
HR3978-115,House,115,2,Passage of a Measure,77,http://clerk.house.gov/evs/2018/roll077.xml
HR3978-115,House,115,2,Motion to Commit/Recommit With Instructions Results,76,http://clerk.house.gov/evs/2018/roll076.xml
HR3979-115,House,115,1,Final Passage Under Suspension of the Rules Results,687,http://clerk.house.gov/evs/2017/roll687.xml
HR4-115,House,115,2,Passage of a Measure,165,http://clerk.house.gov/evs/2018/roll165.xml
HR4-115,House,115,2,Motion to Commit/Recommit With Instructions Results,164,http://clerk.house.gov/evs/2018/roll164.xml
HR4015-115,House,115,1,Passage of a Measure,702,http://clerk.house.gov/evs/2017/roll702.xml
HR4015-115,House,115,1,Motion to Commit/Recommit With Instructions Results,701,http://clerk.house.gov/evs/2017/roll701.xml
HR4061-115,House,115,2,Passage of a Measure,135,http://clerk.house.gov/evs/2018/roll135.xml
HR4173-115,House,115,1,Final Passage Under Suspension of the Rules Results,618,http://clerk.house.gov/evs/2017/roll618.xml
HR4174-115,House,115,2,Vote on House Agreeing to the Senate Action,484,http://clerk.house.gov/evs/2018/roll484.xml
HR4182-115,House,115,1,Passage of a Measure,648,http://clerk.house.gov/evs/2017/roll648.xml
HR4203-115,House,115,2,Final Passage Under Suspension of the Rules Results,131,http://clerk.house.gov/evs/2018/roll131.xml
HR4227-115,House,115,2,Vote on House Agreeing to the Senate Action,456,http://clerk.house.gov/evs/2018/roll456.xml
HR4227-115,House,115,2,Final Passage Under Suspension of the Rules Results,125,http://clerk.house.gov/evs/2018/roll125.xml
HR423-115,House,115,1,Final Passage Under Suspension of the Rules Results,60,http://clerk.house.gov/evs/2017/roll060.xml
HR4254-115,House,115,1,Final Passage Under Suspension of the Rules Results,690,http://clerk.house.gov/evs/2017/roll690.xml
HR4258-115,House,115,2,Final Passage Under Suspension of the Rules Results,22,http://clerk.house.gov/evs/2018/roll022.xml
HR4263-115,House,115,2,Passage of a Measure,110,http://clerk.house.gov/evs/2018/roll110.xml
HR4263-115,House,115,2,Motion to Commit/Recommit With Instructions Results,109,http://clerk.house.gov/evs/2018/roll109.xml
HR4279-115,House,115,2,Final Passage Under Suspension of the Rules Results,25,http://clerk.house.gov/evs/2018/roll025.xml
HR428-115,House,115,1,Passage of a Measure,92,http://clerk.house.gov/evs/2017/roll092.xml
HR4292-115,House,115,2,Final Passage Under Suspension of the Rules Results,50,http://clerk.house.gov/evs/2018/roll050.xml
HR4293-115,House,115,2,Passage of a Measure,137,http://clerk.house.gov/evs/2018/roll137.xml
HR4293-115,House,115,2,Motion to Commit/Recommit With Instructions Results,136,http://clerk.house.gov/evs/2018/roll136.xml
HR4294-115,House,115,2,Final Passage Under Suspension of the Rules Results,293,http://clerk.house.gov/evs/2018/roll293.xml
HR4296-115,House,115,2,Passage of a Measure,89,http://clerk.house.gov/evs/2018/roll089.xml
HR4296-115,House,115,2,Motion to Commit/Recommit With Instructions Results,88,http://clerk.house.gov/evs/2018/roll088.xml
HR4318-115,House,115,2,Final Passage Under Suspension of the Rules Results,18,http://clerk.house.gov/evs/2018/roll018.xml
HR4323-115,House,115,1,Final Passage Under Suspension of the Rules Results,693,http://clerk.house.gov/evs/2017/roll693.xml
HR4324-115,House,115,1,Passage of a Measure,684,http://clerk.house.gov/evs/2017/roll684.xml
HR4324-115,House,115,1,Motion to Commit/Recommit With Instructions Results,683,http://clerk.house.gov/evs/2017/roll683.xml
HR4335-115,House,115,2,Final Passage Under Suspension of the Rules Results,168,http://clerk.house.gov/evs/2018/roll168.xml
HR4375-115,House,115,1,Final Passage Under Suspension of the Rules Results,686,http://clerk.house.gov/evs/2017/roll686.xml
HR4406-115,House,115,2,Final Passage Under Suspension of the Rules Results,93,http://clerk.house.gov/evs/2018/roll093.xml
HR4451-115,House,115,2,Final Passage Under Suspension of the Rules Results,208,http://clerk.house.gov/evs/2018/roll208.xml
HR4465-115,House,115,2,Final Passage Under Suspension of the Rules Results,103,http://clerk.house.gov/evs/2018/roll103.xml
HR4467-115,House,115,2,Final Passage Under Suspension of the Rules Results,128,http://clerk.house.gov/evs/2018/roll128.xml
HR452-115,House,115,1,Final Passage Under Suspension of the Rules Results,562,http://clerk.house.gov/evs/2017/roll562.xml
HR4533-115,House,115,2,Final Passage Under Suspension of the Rules Results,70,http://clerk.house.gov/evs/2018/roll070.xml
HR4545-115,House,115,2,Passage of a Measure,112,http://clerk.house.gov/evs/2018/roll112.xml
HR4547-115,House,115,2,Final Passage Under Suspension of the Rules Results,51,http://clerk.house.gov/evs/2018/roll051.xml
HR4564-115,House,115,2,Final Passage Under Suspension of the Rules Results,3,http://clerk.house.gov/evs/2018/roll003.xml
HR4566-115,House,115,2,Passage of a Measure,119,http://clerk.house.gov/evs/2018/roll119.xml
HR4567-115,House,115,2,Final Passage Under Suspension of the Rules Results,12,http://clerk.house.gov/evs/2018/roll012.xml
HR4578-115,House,115,2,Final Passage Under Suspension of the Rules Results,17,http://clerk.house.gov/evs/2018/roll017.xml
HR4581-115,House,115,2,Final Passage Under Suspension of the Rules Results,4,http://clerk.house.gov/evs/2018/roll004.xml
HR4606-115,House,115,2,Passage of a Measure,392,http://clerk.house.gov/evs/2018/roll392.xml
HR4606-115,House,115,2,Motion to Commit/Recommit With Instructions Results,391,http://clerk.house.gov/evs/2018/roll391.xml
HR4607-115,House,115,2,Passage of a Measure,95,http://clerk.house.gov/evs/2018/roll095.xml
HR4607-115,House,115,2,Motion to Commit/Recommit With Instructions Results,94,http://clerk.house.gov/evs/2018/roll094.xml
HR4667-115,House,115,1,Passage of a Measure,709,http://clerk.house.gov/evs/2017/roll709.xml
HR467-115,House,115,1,Final Passage Under Suspension of the Rules Results,278,http://clerk.house.gov/evs/2017/roll278.xml
HR4689-115,House,115,2,Final Passage Under Suspension of the Rules Results,396,http://clerk.house.gov/evs/2018/roll396.xml
HR469-115,House,115,1,Passage of a Measure,588,http://clerk.house.gov/evs/2017/roll588.xml
HR4712-115,House,115,2,Passage of a Measure,36,http://clerk.house.gov/evs/2018/roll036.xml
HR4744-115,House,115,2,Final Passage Under Suspension of the Rules Results,161,http://clerk.house.gov/evs/2018/roll161.xml
HR4760-115,House,115,2,Passage of a Measure,282,http://clerk.house.gov/evs/2018/roll282.xml
HR4760-115,House,115,2,Motion to Commit/Recommit With Instructions Results,281,http://clerk.house.gov/evs/2018/roll281.xml
HR477-115,House,115,1,Passage of a Measure,669,http://clerk.house.gov/evs/2017/roll669.xml
HR4771-115,House,115,2,Passage of a Measure,66,http://clerk.house.gov/evs/2018/roll066.xml
HR479-115,House,115,1,Final Passage Under Suspension of the Rules Results,210,http://clerk.house.gov/evs/2017/roll210.xml
HR4790-115,House,115,2,Passage of a Measure,139,http://clerk.house.gov/evs/2018/roll139.xml
HR4830-115,House,115,2,Final Passage Under Suspension of the Rules Results,207,http://clerk.house.gov/evs/2018/roll207.xml
HR4851-115,House,115,2,Final Passage Under Suspension of the Rules Results,116,http://clerk.house.gov/evs/2018/roll116.xml
HR4854-115,House,115,2,Final Passage Under Suspension of the Rules Results,182,http://clerk.house.gov/evs/2018/roll182.xml
HR4881-115,House,115,2,Final Passage Under Suspension of the Rules Results,367,http://clerk.house.gov/evs/2018/roll367.xml
HR4909-115,House,115,2,Final Passage Under Suspension of the Rules Results,106,http://clerk.house.gov/evs/2018/roll106.xml
HR4910-115,House,115,2,Final Passage Under Suspension of the Rules Results,167,http://clerk.house.gov/evs/2018/roll167.xml
HR4946-115,House,115,2,Final Passage Under Suspension of the Rules Results,329,http://clerk.house.gov/evs/2018/roll329.xml
HR4960-115,House,115,2,Final Passage Under Suspension of the Rules Results,330,http://clerk.house.gov/evs/2018/roll330.xml
HR497-115,House,115,1,Final Passage Under Suspension of the Rules Results,329,http://clerk.house.gov/evs/2017/roll329.xml
HR4979-115,House,115,2,Final Passage Under Suspension of the Rules Results,71,http://clerk.house.gov/evs/2018/roll071.xml
HR4989-115,House,115,2,Final Passage Under Suspension of the Rules Results,335,http://clerk.house.gov/evs/2018/roll335.xml
HR5-115,House,115,1,Passage of a Measure,45,http://clerk.house.gov/evs/2017/roll045.xml
HR5-115,House,115,1,Motion to Commit/Recommit With Instructions Results,44,http://clerk.house.gov/evs/2017/roll044.xml
HR50-115,House,115,2,Passage of a Measure,328,http://clerk.house.gov/evs/2018/roll328.xml
HR50-115,House,115,2,Motion to Commit/Recommit With Instructions Results,327,http://clerk.house.gov/evs/2018/roll327.xml
HR5005-115,House,115,2,Final Passage Under Suspension of the Rules Results,231,http://clerk.house.gov/evs/2018/roll231.xml
HR5041-115,House,115,2,Final Passage Under Suspension of the Rules Results,259,http://clerk.house.gov/evs/2018/roll259.xml
HR5075-115,House,115,2,Vote on House Agreeing to the Senate Action,450,http://clerk.house.gov/evs/2018/roll450.xml
HR5086-115,House,115,2,Final Passage Under Suspension of the Rules Results,149,http://clerk.house.gov/evs/2018/roll149.xml
HR5089-115,House,115,2,Final Passage Under Suspension of the Rules Results,129,http://clerk.house.gov/evs/2018/roll129.xml
HR5131-115,House,115,2,Final Passage Under Suspension of the Rules Results,126,http://clerk.house.gov/evs/2018/roll126.xml
HR5192-115,House,115,2,Passage of a Measure,142,http://clerk.house.gov/evs/2018/roll142.xml
HR5247-115,House,115,2,Passage of a Measure,121,http://clerk.house.gov/evs/2018/roll121.xml
HR5247-115,House,115,2,Motion to Commit/Recommit With Instructions Results,120,http://clerk.house.gov/evs/2018/roll120.xml
HR5247-115,House,115,2,Final Passage Under Suspension of the Rules Results,102,http://clerk.house.gov/evs/2018/roll102.xml
HR5273-115,House,115,2,Final Passage Under Suspension of the Rules Results,421,http://clerk.house.gov/evs/2018/roll421.xml
HR5327-115,House,115,2,Final Passage Under Suspension of the Rules Results,258,http://clerk.house.gov/evs/2018/roll258.xml
HR538-115,House,115,1,Final Passage Under Suspension of the Rules Results,67,http://clerk.house.gov/evs/2017/roll067.xml
HR5420-115,House,115,2,Final Passage Under Suspension of the Rules Results,404,http://clerk.house.gov/evs/2018/roll404.xml
HR5444-115,House,115,2,Passage of a Measure,146,http://clerk.house.gov/evs/2018/roll146.xml
HR5445-115,House,115,2,Passage of a Measure,145,http://clerk.house.gov/evs/2018/roll145.xml
HR5447-115,House,115,2,Final Passage Under Suspension of the Rules Results,154,http://clerk.house.gov/evs/2018/roll154.xml
HR5509-115,House,115,2,Vote on House Agreeing to the Senate Action,459,http://clerk.house.gov/evs/2018/roll459.xml
